seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
11395,Tom,Silva,24,Vojvis Point,Kuwteno,AZ,11792,$5155.79,WHITE,12/08/2010
11396,Maud,McCoy,28,Vufo View,Bawremnov,IN,86496,$8625.62,RED,01/14/2055
11397,Brian,Mendez,48,Erku Extension,Ecrogu,OR,53813,$3962.42,GREEN,09/03/1937
11398,Alvin,Harris,24,Soruz River,Dirapen,DE,68125,$2624.16,YELLOW,04/07/2019
11399,Glen,Foster,27,Hoheb Road,Miwere,AL,54903,$9054.37,GREEN,12/02/2019
11400,Jeremiah,Rogers,26,Tope Road,Besovtaf,NY,56203,$8176.26,BLUE,07/28/1924
11401,Tony,Simmons,37,Laspu Avenue,Rifogavot,DE,79425,$6178.94,WHITE,04/26/1937
11402,James,Bowen,20,Zifvo View,Dolkuwow,KY,82845,$20.61,YELLOW,05/19/2012
11403,Madge,Farmer,45,Wedu Terrace,Mohmovwip,WI,30368,$2353.88,GREEN,06/01/1927
11404,Steven,Christensen,22,Ilapu Turnpike,Iveuzpa,MI,10702,$2075.36,WHITE,04/17/2008
11405,Mayme,Thomas,56,Gaab Avenue,Vebweru,NY,32835,$9014.47,RED,01/31/2031
11406,Derrick,Carpenter,40,Jevbev Parkway,Febeju,CO,81825,$1864.70,YELLOW,02/17/2054
11407,Edwin,Porter,63,Luwo Avenue,Hikgicavi,WV,59807,$8469.80,RED,01/08/2010
11408,Marguerite,Bates,18,Udze Way,Uzremic,IA,45150,$4849.52,YELLOW,08/27/2057
11409,Devin,Vaughn,46,Agpu Boulevard,Edjoka,IA,27118,$8977.49,YELLOW,02/24/1983
11410,Alice,Rodriguez,58,Sagi Court,Zacfekreh,ID,64033,$2917.76,YELLOW,06/04/2049
11411,Elmer,Harmon,57,Obdi Loop,Gotregebo,TX,02990,$4207.27,GREEN,12/25/1980
11412,Terry,Willis,48,Ewazed Glen,Citsijbas,AK,23531,$6826.72,WHITE,12/20/2000
11413,Lee,Wilkins,54,Jevi Parkway,Okutduj,MA,00984,$6486.60,GREEN,11/24/1915
11414,Jane,Shaw,31,Alme Street,Hiulubog,OH,41897,$3027.84,YELLOW,04/06/1948
11415,Harvey,Moreno,25,Hefi Turnpike,Gagaba,NM,52295,$3288.51,YELLOW,06/28/1915
11416,Rachel,Flowers,39,Jehuc Turnpike,Kajdutlod,VA,61095,$6598.65,BLUE,02/04/2021
11417,Dale,Nelson,55,Kulfen Parkway,Ferobom,NH,67042,$323.03,RED,07/02/1964
11418,Lela,Sparks,60,Bufu Key,Ojvawva,ME,81458,$5773.97,GREEN,03/28/1911
11419,Donald,Quinn,41,Cizab Pike,Hupuvlu,WY,09061,$9627.22,YELLOW,05/02/1915
11420,Herman,Underwood,21,Temvud Ridge,Opnerhov,TX,83474,$1385.93,GREEN,01/27/2024
11421,Marguerite,Brown,51,Tango Heights,Miepodo,NE,05343,$250.31,YELLOW,12/14/2012
11422,Edwin,Greene,64,Meub Road,Ahuerufa,KY,19938,$7546.33,WHITE,02/04/1926
11423,Cameron,Summers,57,Uleov Highway,Zewoag,SD,31793,$5374.59,BLUE,01/10/2067
11424,Jorge,Bush,26,Juwfa Center,Feuneha,NC,92619,$5924.63,BLUE,09/28/1900
11425,Grace,Lane,21,Genuz Extension,Razoban,NM,59003,$8200.87,WHITE,03/05/2044
11426,Ricky,Taylor,22,Kofel Street,Uwodalri,MO,58760,$9455.21,YELLOW,06/23/1943
11427,Teresa,Moore,54,Fuwog Manor,Siahufep,IN,36516,$4260.59,RED,01/27/1900
11428,Mina,Saunders,45,Umauco Park,Votjepem,OK,13234,$7070.89,BLUE,10/31/1942
11429,Jerry,Kelley,22,Pussaw Mill,Nakrokdo,MO,11583,$2812.60,WHITE,02/16/1919
11430,Elmer,Griffith,51,Wovo Pass,Wucoje,MA,98680,$3327.74,RED,03/06/1920
11431,Jean,Rios,26,Visi Plaza,Vufuegu,WV,63320,$7340.85,WHITE,03/07/2043
11432,Teresa,Williamson,40,Beho Highway,Rirlezob,WV,02757,$6634.97,GREEN,02/08/2005
11433,Mollie,Andrews,61,Nimfob Road,Rorata,KY,85928,$8440.43,GREEN,06/03/1937
11434,Alfred,Mendoza,31,Futwu Mill,Niginbo,AK,52886,$3326.86,WHITE,02/22/2018
11435,Jack,Hogan,62,Nulnuv Manor,Lodude,GA,16142,$57.62,RED,05/16/1912
11436,Bertha,Berry,33,Camlif View,Duvfagwi,AL,25873,$485.93,BLUE,03/14/1935
11437,Austin,Gomez,29,Huruk Grove,Ketohnor,SC,43352,$8599.54,GREEN,02/25/1999
11438,Frederick,Jacobs,43,Meblu Place,Kowazto,MI,64708,$4397.87,WHITE,10/06/2013
11439,Jimmy,Howard,41,Mippek Grove,Pensojug,SD,56256,$215.87,YELLOW,01/24/1943
11440,Marguerite,Morrison,25,Vipli Street,Dupbutte,SD,24100,$2694.06,BLUE,09/22/1967
11441,Sadie,Cole,65,Zubbew Pike,Kevgodipi,FL,28938,$4033.40,BLUE,01/05/2047
11442,Oscar,Page,63,Jodunu Place,Enzetgoj,ND,80790,$9195.55,RED,05/20/2023
11443,Irene,Hughes,18,Paguw Way,Vooluke,NE,64464,$8206.61,WHITE,01/11/2025
11444,Sallie,Sutton,64,Tikfuk Drive,Mihcogu,TN,05984,$1888.25,BLUE,06/03/1936
11445,Mathilda,Ross,27,Hawgam View,Zogbaba,VA,70160,$5295.07,GREEN,07/29/1978
11446,Frank,Ortega,29,Fiuka Street,Zaohinoc,FL,21578,$2335.07,WHITE,06/08/1944
11447,Maude,Chandler,55,Rolab Terrace,Aldasfo,OK,55932,$6317.18,WHITE,08/12/1976
11448,Cornelia,Russell,28,Ejuf Mill,Jazwuaku,RI,54829,$823.76,RED,09/15/2046
11449,Brent,Lindsey,54,Neig Lane,Mawezla,AK,65476,$5436.34,RED,03/11/1959
11450,Lenora,Murray,27,Kous Point,Sohacis,OH,31853,$1603.95,RED,01/08/1954
11451,Glenn,Stewart,45,Zijwug Manor,Huviasu,MO,90341,$9948.13,WHITE,06/11/1902
11452,Lou,Griffin,22,Apuuvi Highway,Ihovowpa,KY,91471,$2229.78,RED,04/25/2051
11453,Esther,Hart,44,Keic River,Isoabise,DE,88935,$3096.95,GREEN,09/29/1983
11454,Georgia,Mitchell,26,Cuban Place,Dazehoulu,ND,82743,$2334.85,YELLOW,11/10/1974
11455,Glen,Wolfe,30,Tenmem Drive,Zasazelih,MI,43105,$6858.54,BLUE,09/25/1903
11456,Ophelia,Coleman,23,Mowuk Circle,Jotvipger,UT,89317,$652.07,BLUE,10/10/1944
11457,Aaron,Coleman,43,Papbes View,Fugwahi,ID,35952,$6017.09,WHITE,02/04/1994
11458,Elnora,Bell,55,Eraogu Square,Pobzizebe,DC,67541,$2571.50,BLUE,12/05/1944
11459,Olga,Bishop,18,Iwaro Junction,Jelaev,MS,28957,$1064.34,WHITE,11/24/1988
11460,Brent,Lyons,28,Logub Manor,Apjocha,CO,09695,$4334.81,YELLOW,06/06/2037
11461,Eleanor,Gutierrez,23,Abiric Extension,Sojeve,SC,47529,$1666.70,YELLOW,02/01/1921
11462,Maurice,Mathis,25,Itulu Glen,Riumaju,NC,54805,$1036.96,GREEN,08/13/1938
11463,Belle,Gilbert,41,Pubo Park,Uvonahzob,NH,52626,$1597.69,BLUE,07/17/1927
11464,Dylan,Stevens,38,Iphad Plaza,Imtazre,MA,73900,$7121.76,GREEN,08/17/1933
11465,Mildred,Klein,53,Vezi Place,Ropasamo,NM,21434,$4578.52,RED,08/08/1963
11466,Georgie,Lawson,53,Zouka Pass,Godiwje,ND,15088,$6894.32,BLUE,10/28/2000
11467,Jeremy,Thornton,44,Dozepi Parkway,Orgalni,ME,42759,$8932.61,YELLOW,10/20/2052
11468,Lida,Santiago,31,Iwoeno Loop,Mifogsek,SD,13397,$5127.19,WHITE,05/08/1951
11469,Ruby,Torres,22,Bokobe Junction,Pumodpe,ID,00875,$8620.75,GREEN,07/19/2065
11470,Allen,Reynolds,61,Jaoho Drive,Tootaroh,MN,23700,$4768.76,RED,05/28/2043
11471,Nancy,Frazier,28,Rahbav Pike,Ogeowji,ID,48802,$5343.26,GREEN,01/06/1960
11472,Adelaide,French,56,Lutpe Trail,Wokliow,NV,58648,$7051.90,BLUE,03/09/1948
11473,Clarence,Vaughn,18,Zejco River,Ezogeju,ID,15088,$6973.33,BLUE,06/12/2030
11474,Samuel,Gonzalez,54,Evorij Plaza,Buloper,MA,09219,$5479.56,GREEN,06/15/1964
11475,Norman,Ryan,28,Romi Boulevard,Gubweolo,NY,42665,$104.05,YELLOW,06/30/1996
11476,Helena,Powell,23,Ahre Parkway,Jugfota,NY,23338,$7466.74,GREEN,07/13/1913
11477,Katie,Pierce,33,Ronfe View,Nipcudge,HI,45269,$6803.17,WHITE,04/11/2028
11478,Raymond,Perkins,32,Gihe Road,Mojive,ID,33984,$8285.32,WHITE,01/23/1909
11479,Ethan,Knight,20,Tepol Street,Pazazi,TX,15056,$9840.65,GREEN,07/23/1975
11480,Mario,Alvarez,57,Fazim Park,Covhofi,SD,99681,$6428.12,WHITE,05/18/1952
11481,Linnie,Osborne,44,Mighi Pike,Sebovodor,AR,81692,$5937.95,YELLOW,04/20/2030
11482,Ola,Bell,28,Wiha Point,Befnetec,NM,17300,$5724.52,WHITE,03/08/1945
11483,Gordon,Wagner,24,Ronkan Ridge,Baumow,IA,17367,$7645.06,YELLOW,10/27/2046
11484,Julia,Sanchez,36,Anatab Court,Cazcutri,UT,96921,$1034.94,RED,02/22/2039
11485,Kathryn,Gill,48,Ahibo Path,Wobujum,NJ,84155,$8489.68,WHITE,02/24/2061
11486,Dorothy,Washington,22,Duor Circle,Tawbijte,TN,10111,$3598.67,GREEN,11/12/2052
11487,Brent,Gardner,42,Ehpuj Park,Bephuro,UT,19677,$9468.34,RED,03/10/2022
11488,Myrtle,Edwards,28,Kaefi Drive,Mihowbel,AL,49974,$2965.29,BLUE,10/15/1930
11489,Kenneth,Adkins,20,Nagseg Drive,Usistep,WI,43917,$7945.30,YELLOW,06/18/2028
11490,Andre,Hayes,64,Gumod Path,Cagihwa,AL,13347,$6721.37,RED,07/10/2010
11491,Hettie,Snyder,25,Idep Junction,Lulolfu,LA,26114,$1177.21,BLUE,05/30/1906
11492,Alma,Shaw,33,Irfi Circle,Wuznezfiv,DC,98367,$827.82,RED,07/24/2009
11493,Laura,Stone,50,Ewelen Park,Luhbaove,OH,97244,$744.56,YELLOW,10/12/2052
11494,Dominic,Bridges,26,Cunoj Highway,Kofdiwa,MT,11018,$1079.20,WHITE,12/19/1973
11495,Augusta,McDaniel,46,Wasa Park,Ighuwful,IL,77533,$7412.87,GREEN,08/15/1907
11496,Nina,Collier,57,Ofwo Plaza,Vonrupaho,AK,64942,$7687.65,BLUE,09/23/2033
11497,Richard,Ford,63,Disco Extension,Cihwuzci,MN,09443,$6339.59,WHITE,07/26/1964
11498,Alberta,Harper,23,Wicop Lane,Ebejovret,WA,83384,$661.46,YELLOW,10/18/1951
11499,Fannie,Allison,43,Miljo Circle,Muubzu,ID,14249,$2930.62,WHITE,10/21/1927
11500,Bessie,Jenkins,42,Bipe View,Jubrereb,KS,03162,$2004.93,YELLOW,06/12/2041
11501,Lela,Ball,41,Ekelen Road,Rutroom,ID,56795,$2213.13,WHITE,10/30/1984
11502,Cordelia,Roberts,26,Ahzur Path,Filcolow,ME,47053,$6367.73,WHITE,04/10/2058
11503,Elmer,Pope,50,Otuub Street,Ihpuwano,NC,52869,$8183.23,BLUE,11/13/2056
11504,Dylan,Paul,23,Hedi Pass,Karajofov,NJ,89099,$2079.27,BLUE,03/29/2018
11505,Susie,Sutton,32,Osji Loop,Jihsezoc,MS,81607,$351.87,GREEN,08/16/1905
11506,Josie,Berry,55,Amwij Court,Cuwloihu,FL,38202,$4369.09,WHITE,09/09/2004
11507,Etta,Valdez,44,Carij Trail,Lokzapen,DC,66560,$1335.89,WHITE,03/10/1910
11508,Ethan,McKinney,22,Gulew Park,Jowpakca,IL,77081,$7413.88,WHITE,05/16/1951
11509,Virgie,Holmes,35,Bevov Trail,Pemawup,NH,68718,$568.78,GREEN,02/18/1977
11510,Linnie,Fleming,42,Fufjof Terrace,Ligtidgat,MD,44016,$3618.85,GREEN,05/17/1956
11511,Fannie,Ortiz,26,Nufo Place,Siunizuz,IN,99549,$4763.69,WHITE,05/02/1976
11512,Essie,Lamb,61,Koazu Turnpike,Zatansar,NV,59878,$2446.34,GREEN,03/28/2002
11513,Jean,Hale,47,Laes Parkway,Tucehib,WA,37684,$2655.42,BLUE,02/27/1934
11514,Andrew,Cook,44,Onazu Junction,Havamuwe,NH,24507,$5034.56,BLUE,04/29/1946
11515,Mitchell,Dixon,21,Owrof Street,Wagorap,VT,02506,$8388.07,RED,12/28/1926
11516,Ralph,Becker,42,Mopep Road,Jekcicid,KY,38404,$6320.99,WHITE,06/15/1944
11517,Ricky,Fletcher,59,Ikvu Court,Wamumpu,IN,66703,$5547.18,YELLOW,12/31/1956
11518,Angel,Byrd,20,Tazu Center,Koppelvuh,MO,69276,$514.17,BLUE,09/04/2019
11519,Erik,Murray,59,Busi Point,Giwosu,ME,44521,$7385.37,WHITE,07/18/1913
11520,Ida,Johnston,39,Puije Loop,Vufadku,FL,44759,$9851.91,BLUE,12/09/2054
11521,Cole,Pittman,47,Wuen Point,Jicehoafi,AR,63827,$7486.47,RED,08/30/1984
11522,Jeffrey,Hoffman,32,Anron Boulevard,Honkojwu,NV,36117,$9512.79,GREEN,12/07/2040
11523,Leroy,Shaw,20,Tikfe Boulevard,Dudacwa,ID,11752,$723.13,YELLOW,12/26/1932
11524,Chad,Johnston,23,Zupaze Trail,Zobjazmun,CA,77532,$4984.02,GREEN,03/13/1964
11525,Herman,Park,52,Ocdil Parkway,Mumospot,DE,59416,$2033.94,YELLOW,01/28/1928
11526,Myrtle,Roberts,26,Keruzu Court,Figwarot,NM,61639,$2512.13,WHITE,11/11/2045
11527,Joel,Chavez,52,Keza Avenue,Kagoula,IL,75668,$3932.02,YELLOW,04/27/2044
11528,Thomas,Townsend,29,Pehuk Avenue,Unizitpe,IA,25578,$200.37,RED,09/07/2038
11529,Leah,Shaw,52,Wido Pass,Gedegpi,KS,80911,$7878.55,WHITE,04/11/2039
11530,Frank,Chapman,53,Zonwef Extension,Welocu,KY,34331,$2861.31,WHITE,02/11/1921
11531,Cole,Burns,64,Ures Lane,Bunceum,NE,45369,$5005.99,BLUE,08/31/1982
11532,Sean,Lopez,21,Ziceb River,Ikebiwa,WV,53473,$7117.08,YELLOW,08/07/1991
11533,Elmer,Washington,34,Saez Path,Aneipiko,GA,78412,$7979.06,WHITE,10/26/2044
11534,Minnie,Allison,33,Usukad Ridge,Opvimac,RI,66118,$4108.89,GREEN,09/03/2035
11535,Randall,Osborne,61,Kurviz Square,Opigemid,FL,27865,$7411.84,BLUE,02/25/2023
11536,Hilda,Rodriquez,58,Zugmi Road,Cerigni,IA,93165,$4754.80,GREEN,02/07/1945
11537,Sallie,Rivera,61,Vujkog Highway,Cifjuah,VT,48736,$3711.21,GREEN,10/16/2036
11538,Jeffrey,Lawrence,63,Sokas Way,Ciwjenom,UT,97149,$4471.83,YELLOW,11/30/1947
11539,Rhoda,Simon,44,Hima Heights,Vetahi,OH,83495,$5224.47,GREEN,06/06/1947
11540,Isaac,Powell,64,Hiwdoh Extension,Penuvlab,MD,73019,$5756.68,YELLOW,08/18/1915
11541,Jane,Peterson,20,Zasaju Street,Upmaha,SC,71821,$2504.65,WHITE,08/19/1989
11542,Jorge,Pena,42,Leaji Street,Agevomu,NC,78918,$9356.05,YELLOW,07/29/1992
11543,Caleb,Swanson,22,Zupa Park,Noujjig,IA,69434,$9658.61,GREEN,07/27/1985
11544,Katie,Burke,57,Makoh Square,Ukikovso,MO,37767,$1649.85,BLUE,11/11/2000
11545,Carolyn,Newton,63,Pimuc Circle,Huusse,DE,79234,$6029.69,YELLOW,04/25/1905
11546,Corey,Roy,45,Egoku Extension,Borvitbo,ME,58587,$2028.08,YELLOW,12/26/2027
11547,Kevin,Colon,59,Bido Way,Omceru,MT,53669,$5562.92,BLUE,11/30/2010
11548,Gavin,Neal,56,Iluefa Glen,Wungobid,FL,52655,$6682.40,BLUE,07/16/1905
11549,Katherine,Love,25,Durcih Path,Hodneuh,AL,39633,$2948.04,RED,06/08/1908
11550,Alma,Watts,37,Mahan Circle,Gagvida,NH,10360,$951.27,GREEN,05/04/1996
11551,Robert,Carroll,42,Doguz Street,Zajowu,AL,15627,$8038.43,GREEN,04/14/2033
11552,Lucy,Neal,18,Gidet Path,Tafuka,FL,16897,$1444.25,GREEN,12/20/1988
11553,Lucas,Stokes,21,Fusesa Park,Hafnoer,DC,79735,$723.41,BLUE,06/10/1999
11554,Carrie,Weaver,53,Seami Drive,Tavgejir,KY,05313,$670.64,BLUE,05/08/2024
11555,Alice,Mathis,41,Kuhez Ridge,Okmiwoh,TN,00652,$881.42,YELLOW,04/26/2046
11556,Henry,Reese,43,Paljed Ridge,Jerotfa,SC,90113,$4914.41,YELLOW,02/15/2026
11557,Sarah,Page,34,Tuzuz Mill,Alavejife,DC,35442,$6180.71,BLUE,08/11/1953
11558,May,Gomez,33,Cugi Glen,Gisgehih,UT,74770,$2396.55,RED,11/03/2057
11559,Jennie,Rodriquez,31,Gisbi Grove,Pehama,KS,87445,$1725.06,WHITE,10/02/1989
11560,Birdie,Vasquez,39,Nouha Pike,Fihalebe,IN,90399,$5889.93,RED,10/30/1984
11561,Gene,Norris,39,Uksac Loop,Wopraso,TN,98491,$3601.74,WHITE,06/09/1974
11562,Edgar,Santiago,38,Huvwe View,Vuonori,GA,73693,$9665.69,WHITE,09/03/1995
11563,Leona,Logan,24,Huuc Turnpike,Ewuafuliw,MN,15083,$6289.49,WHITE,03/14/1912
11564,Irene,Griffin,29,Giphib Plaza,Javcocmej,NC,96889,$7509.67,WHITE,05/10/2007
11565,Kevin,Martinez,40,Solu Junction,Oznucco,OR,62504,$4391.53,GREEN,11/13/2000
11566,Luella,Carter,33,Ehiki Heights,Toisapo,MS,10884,$4598.71,BLUE,11/17/1974
11567,Evelyn,Payne,48,Fenrab Path,Hitzekpi,PA,94753,$8664.80,BLUE,08/10/2068
11568,Verna,Barrett,50,Enjam Avenue,Hezeoc,IN,61339,$1897.16,BLUE,11/27/1900
11569,Leo,Mathis,48,Jemza Way,Cevvaut,MA,15553,$1483.80,GREEN,08/19/1980
11570,Warren,Cobb,38,Wape Square,Kigugucaj,ME,42932,$8221.37,GREEN,10/22/2000
11571,Lucy,Ballard,21,Pitoc Pike,Kafefpa,UT,35164,$4508.97,WHITE,07/03/1985
11572,Winifred,Tran,52,Magu Trail,Tajomu,UT,04610,$1353.94,WHITE,08/28/2061
11573,Genevieve,Nunez,32,Zoro Point,Besugat,DE,95314,$2017.28,BLUE,04/23/1980
11574,Lilly,Miller,38,Anule Heights,Vopdonuda,ME,20569,$8176.83,GREEN,04/12/2046
11575,Kenneth,Cook,39,Pifjiv Square,Bamvusumo,OK,39261,$9507.06,RED,10/22/2032
11576,Ralph,Ballard,50,Giaj Parkway,Tinipan,ND,47513,$8531.92,BLUE,12/14/2055
11577,Verna,Todd,47,Pohoh Road,Lutfuibe,CO,38775,$9332.18,YELLOW,10/21/2039
11578,Madge,Mason,54,Magrof Trail,Ofudipvu,SC,60280,$815.28,GREEN,03/11/2027
11579,Alvin,Hogan,55,Jofa Park,Dojugal,NV,72426,$7777.58,BLUE,09/21/1928
11580,Bradley,Davis,36,Sabgel Point,Fehridfi,VA,72707,$4479.39,WHITE,08/15/2067
11581,Cole,Coleman,34,Tuit Manor,Kewwazuh,NM,39863,$3360.17,GREEN,02/20/1970
11582,Frank,Walton,61,Milug Drive,Mosawli,OH,90205,$3344.99,BLUE,12/21/1904
11583,Ina,Floyd,53,Atnap Pass,Ulosedo,NE,95342,$4638.46,BLUE,07/23/1945
11584,Jeremy,May,19,Avapo Highway,Kilowhof,NC,65756,$2264.81,BLUE,03/19/2002
11585,Hannah,Arnold,18,Fezpak Extension,Esenejji,NC,52972,$9496.97,BLUE,12/20/1955
11586,Myrtle,Parker,28,Sulcit Pike,Wacuhfew,OR,07279,$709.58,BLUE,04/22/1958
11587,Rose,Lynch,34,Niunu Pass,Vabgilej,DE,96505,$7851.32,WHITE,12/25/2003
11588,Lulu,Schultz,52,Weru Boulevard,Rucunho,NC,65172,$8651.76,WHITE,11/27/1901
11589,Lewis,Patton,64,Minka Way,Jizusop,TN,93650,$8276.68,YELLOW,03/27/2067
11590,Manuel,Williamson,30,Segi Glen,Fotorpi,LA,97813,$6028.25,BLUE,02/14/2013
11591,Amy,Lewis,29,Sikub Circle,Jiwicohu,ND,81929,$8051.22,GREEN,08/29/2026
11592,Dean,Norman,24,Somjij Center,Ebuloffob,AR,87455,$1244.20,RED,01/19/2035
11593,Mayme,Diaz,47,Kudvil Drive,Nejjogo,TX,80343,$9758.88,YELLOW,02/15/1916
11594,Jennie,Shaw,29,Heba Trail,Zaftidtu,OK,95059,$3061.78,BLUE,03/29/2049
11595,Joel,Lewis,28,Imdoz Road,Hecziak,MO,82921,$8806.93,BLUE,05/30/2020
11596,Dean,Carr,56,Cace Center,Gifegsut,RI,38227,$1724.02,YELLOW,02/03/2039
11597,Essie,Lyons,25,Riti River,Maseru,WV,39518,$377.78,YELLOW,05/11/1931
11598,Ida,McGuire,37,Uruvag Circle,Lelifgu,AZ,55273,$3014.90,RED,04/30/2031
11599,Beulah,Fitzgerald,30,Laju Boulevard,Otaehene,NV,01967,$9291.96,WHITE,04/13/2060
11600,Gene,Franklin,59,Duna Path,Sojbahno,DE,52195,$7710.66,YELLOW,04/29/1922
11601,Eleanor,Ferguson,24,Mida Mill,Fekjoik,IN,29776,$4757.61,GREEN,11/27/2049
11602,Ethan,McGuire,21,Jimsu Junction,Sultedi,OK,48003,$7322.57,BLUE,06/10/2047
11603,Louise,Park,59,Waeri Ridge,Pomdalvu,OH,43032,$8062.46,GREEN,07/04/2009
11604,Peter,Vargas,26,Soti Glen,Ecoluche,KS,18571,$6985.93,RED,03/07/2039
11605,Theodore,Flowers,62,Kiban Place,Nibdeswe,KS,03169,$7850.15,WHITE,05/02/2047
11606,Gregory,Welch,39,Bokac Road,Firpefa,IL,78563,$206.67,YELLOW,02/01/2017
11607,Lilly,Moreno,36,Ziki Park,Tanniru,CA,47549,$2194.18,YELLOW,10/29/1965
11608,Marc,Lynch,58,Banhu Way,Zawsizuk,NM,99860,$8826.59,RED,09/01/2002
11609,Lucille,Chapman,24,Lijwoh Square,Suhorsef,UT,69004,$1701.84,BLUE,01/19/2031
11610,Sean,Gilbert,63,Vave Circle,Dicehwus,VA,97969,$7913.55,WHITE,05/27/2060
11611,Zachary,Hoffman,58,Mirew Court,Middisbi,TX,70407,$3758.38,RED,11/07/1946
11612,Iva,Rodgers,20,Uwwo Pass,Odpunuci,TX,22334,$1085.88,YELLOW,04/20/1990
11613,Victor,Hicks,56,Waope Parkway,Disizuto,ID,64223,$3702.52,YELLOW,07/01/1966
11614,Lottie,Brooks,54,Cean Glen,Dazdige,OK,12969,$6474.18,GREEN,01/20/1959
11615,Ian,Gonzalez,37,Zavih Street,Akgulef,NM,96583,$5487.00,BLUE,10/01/1920
11616,Alvin,Silva,48,Lujoh Mill,Kokudacem,NM,59783,$5242.33,YELLOW,05/29/1970
11617,Mario,Hart,51,Tomu Road,Kajuguwe,SC,78037,$3043.12,YELLOW,01/24/2036
11618,Marie,Ramsey,43,Depuz Loop,Nuduzcil,NC,83627,$7129.58,WHITE,06/24/2062
11619,Bruce,Francis,63,Sesub Court,Pekuwub,CO,10233,$2651.84,YELLOW,12/16/1948
11620,Evan,Roy,34,Cujoz Extension,Bimarjuw,CT,92104,$5122.12,YELLOW,11/22/2000
11621,Mabel,Patterson,50,Gumo Way,Tiisjuh,SC,64224,$4100.96,YELLOW,03/16/1991
11622,Lawrence,Jordan,34,Bipi Square,Wiogitew,MN,43979,$4035.90,WHITE,02/23/1924
11623,Keith,Franklin,58,Apiek Terrace,Isofhed,OK,55928,$6202.03,GREEN,09/02/1906
11624,Polly,Hunter,33,Tosji Turnpike,Hiawniz,OR,59155,$990.25,GREEN,10/23/1919
11625,Etta,Nelson,35,Numwi Way,Emeevca,NY,22514,$1139.05,GREEN,02/16/1910
11626,Billy,Gutierrez,28,Uvejed Terrace,Tagnuke,WI,93670,$7231.62,RED,12/03/2020
11627,Loretta,Burton,18,Ijzaw Plaza,Hajihow,FL,93781,$574.81,RED,11/06/2001
11628,Isaac,Oliver,46,Ozofi Glen,Sujubme,KS,54224,$4261.05,BLUE,06/12/2044
11629,Bobby,Rivera,27,Wasid Circle,Tisehun,SD,33056,$6536.26,GREEN,02/24/1904
11630,Ida,Frank,43,Tepkaw Plaza,Meojeaf,MD,87673,$73.05,RED,08/30/2048
11631,Wesley,Warner,53,Omkej Grove,Togalaw,OK,70065,$9359.68,GREEN,08/04/1937
11632,Janie,Little,36,Suwa Road,Lebiknaw,KS,07288,$2319.71,BLUE,03/11/2019
11633,Dollie,McDaniel,41,Haho Mill,Mizivul,CO,72224,$6796.91,YELLOW,07/02/2018
11634,Calvin,Newton,24,Homu Street,Bolfofuh,OK,41553,$4892.10,RED,03/18/1934
11635,Beatrice,Potter,63,Focip Center,Wumilo,NH,70587,$4620.14,YELLOW,10/13/1955
11636,Clara,Schultz,30,Becu Lane,Lotine,IA,78487,$2776.46,WHITE,05/22/2002
11637,Francisco,Warner,46,Bonjih Highway,Oteubpu,AR,02380,$3712.11,BLUE,04/14/1956
11638,Willie,Holland,63,Ozecus Center,Lahvojub,MD,70663,$2468.35,GREEN,03/24/1957
11639,Elmer,Ward,62,Hepig Pass,Jodiruaf,WA,49534,$5752.04,GREEN,10/12/2000
11640,Terry,Dean,33,Esadu Path,Sosmelu,CO,15119,$746.78,YELLOW,01/12/1978
11641,Rose,McBride,42,Tuoh Drive,Wepzepun,WV,62089,$7568.12,YELLOW,03/19/1948
11642,Billy,Dennis,20,Acage River,Haliide,AK,58363,$1361.78,BLUE,08/27/2013
11643,Elijah,Maxwell,62,Jotu Pass,Ocabafase,DC,23842,$4771.02,YELLOW,10/25/1965
11644,Oscar,Todd,43,Dooh Pass,Wahcujja,AR,12610,$8150.56,BLUE,04/11/1990
11645,Jean,Carpenter,53,Nanaf Place,Ufrakij,AR,92956,$4189.53,WHITE,04/16/1926
11646,Louise,Sherman,35,Denok Grove,Lilsizje,MT,87327,$5887.73,WHITE,06/24/2033
11647,Hester,Wolfe,65,Ubja River,Noewusuz,MT,59083,$555.14,WHITE,09/11/2015
11648,Madge,Burns,41,Socel Junction,Ijerucip,PA,40107,$5332.70,YELLOW,09/18/2058
11649,Adam,Patterson,64,Saze Turnpike,Apacuat,WV,65141,$4044.19,BLUE,09/11/2003
11650,Austin,Zimmerman,42,Ripim Path,Fovasi,SD,83144,$2027.08,RED,09/25/1912
11651,Estella,Roy,48,Odvov Lane,Pagenes,SC,05196,$4202.05,WHITE,01/23/2003
11652,Gerald,Mullins,51,Vohe Glen,Rinevi,NH,88724,$8637.24,WHITE,04/06/1972
11653,Lottie,Drake,40,Tufke Lane,Zahijuro,ID,03241,$9890.55,WHITE,10/11/1965
11654,Mildred,Roberts,35,Mozrog Grove,Jipibnoh,WV,02841,$9476.38,RED,12/29/1903
11655,Esther,Robertson,22,Duwro Court,Onireko,SD,72175,$4448.94,YELLOW,09/11/1918
11656,Brett,Ingram,31,Acane Circle,Tiozazo,IA,71866,$7324.37,GREEN,03/23/1997
11657,Matilda,Herrera,29,Woon Loop,Nosegdo,AR,79449,$1978.27,BLUE,08/02/1931
