seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
4461,Ora,Roy,33,Ugaco Boulevard,Icoucdu,CT,12193,$6251.28,WHITE,11/14/1977
4462,Dorothy,Watts,19,Sihi Way,Gemuzno,WA,77579,$7843.65,GREEN,06/05/2010
4463,Beatrice,Perry,39,Ewefa Junction,Rukikcuk,NE,52079,$6903.99,BLUE,10/17/1908
4464,Charles,Jacobs,45,Vofet Junction,Ocgasog,IL,41398,$4067.86,RED,07/14/1934
4465,Brian,Wood,22,Unezuj Turnpike,Molfican,KY,39791,$9498.08,GREEN,11/02/1951
4466,Lora,Cook,60,Jozab Lane,Guwtelti,LA,43889,$7765.32,GREEN,10/26/1904
4467,Lizzie,Morton,55,Bake Path,Gamcizu,FL,32196,$7951.05,YELLOW,01/10/1945
4468,Carolyn,Simon,37,Dita Path,Mazufi,CA,43385,$7187.41,RED,02/05/2033
4469,Florence,Hammond,20,Guole Square,Lujuzak,KS,03710,$4902.11,BLUE,11/12/1906
4470,Chester,Adams,44,Dini Mill,Ucirioza,CA,10427,$7518.29,GREEN,03/28/1967
4471,Addie,Peterson,57,Hewo Ridge,Gazuhud,NV,10428,$8882.74,YELLOW,01/01/2003
4472,Marian,Gibbs,52,Ofsi Loop,Puwejuv,CA,26014,$1943.97,BLUE,07/12/2027
4473,Jacob,Bowers,29,Fiepe River,Citielu,ND,74547,$4077.71,BLUE,08/01/1979
4474,Todd,Higgins,42,Howu Place,Boisrit,NC,00719,$4839.70,GREEN,03/14/1944
4475,Alberta,Higgins,36,Jeefa Place,Canjunsug,AZ,36720,$7796.31,BLUE,10/20/1995
4476,Margaret,Santiago,64,Obow Highway,Lijevpe,SD,90788,$2561.43,RED,08/09/2024
4477,Bessie,Singleton,43,Munus Park,Dunnigzij,MT,21120,$5903.17,YELLOW,02/20/2059
4478,Lida,Holland,54,Duus Manor,Kajepkad,AR,04897,$9953.23,GREEN,09/05/1925
4479,Mable,Leonard,37,Vokir Glen,Ofupebi,WA,34807,$2122.57,WHITE,09/05/2052
4480,Dustin,Munoz,55,Nofam Point,Apezizpu,GA,38647,$3805.26,GREEN,08/23/2051
4481,Christina,Cortez,57,Ritbek Circle,Joapovup,CO,33081,$695.55,RED,07/03/1913
4482,Derek,Green,65,Deci Square,Ewokivduw,VA,67361,$1970.59,RED,10/19/2021
4483,Lulu,Sparks,34,Anzug Point,Bujridlaz,MA,27725,$5426.57,BLUE,05/17/1960
4484,Luella,Fitzgerald,36,Gagjo River,Elhunog,FL,42519,$9524.72,RED,08/12/2070
4485,Birdie,Gordon,58,Foshez Place,Pehijwi,VA,65484,$6124.70,RED,06/03/1943
4486,Virginia,Perkins,57,Veiga Place,Meugawa,DC,86201,$5803.96,YELLOW,12/16/1938
4487,Georgie,Lucas,65,Ikavef Avenue,Ilatothu,ME,61639,$6881.67,WHITE,01/26/1982
4488,Antonio,Lewis,35,Jackef Extension,Iwagda,VT,30680,$8321.76,RED,10/04/1954
4489,Elva,Greene,52,Wesil Trail,Vugrukad,MN,40003,$8105.28,WHITE,09/27/1919
4490,Mathilda,Garner,61,Tane Loop,Pitmaiba,TN,95521,$6606.40,RED,08/11/1995
4491,Franklin,Greer,45,Awdaj Parkway,Murderbu,GA,20972,$4342.97,GREEN,12/18/2004
4492,Sam,Owens,38,Goso Way,Wutedebe,WY,03096,$8292.79,WHITE,11/18/2063
4493,Alejandro,Bailey,65,Esher River,Sapdiit,PA,65723,$8623.36,YELLOW,07/28/2065
4494,Eva,Taylor,43,Wigkot Boulevard,Tuteweh,AK,40884,$662.24,YELLOW,04/15/1983
4495,Todd,Schmidt,34,Jaca Loop,Foekirot,MS,12555,$309.12,WHITE,11/27/1944
4496,Wayne,Aguilar,28,Zago Pike,Irpasfe,PA,93872,$7507.84,YELLOW,01/09/2004
4497,Ralph,Frank,53,Hamab Point,Bekogvi,DC,21264,$5276.08,BLUE,03/21/2050
4498,Curtis,Stone,61,Mopur Path,Figuzko,KS,26941,$5457.18,WHITE,01/15/2002
4499,Herman,Lambert,21,Bozud Way,Ditoac,HI,06670,$3428.40,BLUE,10/26/1989
4500,Sean,Palmer,57,Ubdul Trail,Zitural,CA,06514,$3287.22,WHITE,05/03/1986
4501,Cecelia,Alvarez,37,Odabi Heights,Kulodfom,NJ,18908,$9161.83,RED,05/19/1944
4502,Allen,Horton,49,Litohi Path,Nonudu,WA,35493,$5594.48,RED,07/19/1965
4503,Phoebe,Gardner,50,Fidav Lane,Octilewo,MD,51858,$2792.58,YELLOW,06/03/1954
4504,Philip,Fields,51,Keisa Loop,Ivnafhoz,WI,34663,$2309.81,RED,03/20/2023
4505,Elsie,Potter,23,Kehsa Road,Lofirak,OH,86113,$2977.07,RED,05/21/2003
4506,Amelia,Cannon,50,Tiwno Square,Fekokzu,DC,25580,$2817.22,WHITE,10/25/1991
4507,Allen,Ortega,29,Uljud Ridge,Hocinewe,NE,42874,$6194.88,YELLOW,01/27/1934
4508,Chester,Lee,24,Saca Avenue,Kaggahlup,IA,38160,$2492.30,GREEN,02/16/1950
4509,Wayne,Gomez,52,Limo Boulevard,Ridoppa,IA,94943,$5468.05,YELLOW,09/03/1934
4510,Cecilia,Perkins,35,Zujdis Center,Lecgenij,NY,95561,$3635.54,RED,05/05/2053
4511,Lloyd,Hardy,38,Hafur Plaza,Sugoeke,RI,82230,$2365.97,RED,08/08/1926
4512,Bruce,Coleman,64,Savof Street,Ifecofoj,WV,39867,$8117.94,WHITE,12/26/1901
4513,Tom,Ray,31,Tigu Street,Ahemaprot,NC,76970,$9686.90,WHITE,07/21/2016
4514,Ivan,Gregory,22,Vogril Parkway,Gujbojkar,PA,46858,$7350.54,WHITE,10/13/2012
4515,Clyde,Carter,28,Caero Avenue,Mepkitve,IA,89011,$2427.94,WHITE,03/11/1975
4516,Jonathan,Barton,55,Gaka Grove,Zunrileg,IA,76302,$4961.84,RED,09/19/1972
4517,Christina,Lee,62,Vahef View,Sikari,ME,34680,$5709.87,RED,02/11/2054
4518,Alex,Duncan,63,Fuguf Turnpike,Covumuzo,WI,79773,$5345.53,GREEN,01/04/2040
4519,Calvin,Robbins,56,Dongo Highway,Bahouji,NM,32985,$5950.76,BLUE,04/10/1959
4520,Sophie,Brooks,54,Vickec Way,Iwearujus,MT,90895,$7271.97,BLUE,05/27/1912
4521,Olga,Parker,57,Ubsa Place,Zalrondig,KS,72413,$7093.00,RED,11/13/2002
4522,Mina,Fleming,62,Ujdag Key,Nonecla,PA,03465,$4485.79,WHITE,04/13/2000
4523,Nina,Day,33,Marzul Parkway,Kenoewo,WI,38021,$3697.23,YELLOW,11/23/1963
4524,Ronald,Rose,29,Dasnoh Extension,Cunomin,CO,68341,$8456.31,RED,02/10/2003
4525,Gene,Mason,21,Banru View,Sefebeh,OK,68115,$5500.74,WHITE,08/13/1957
4526,Carolyn,Phelps,29,Wonum Point,Fissubvez,TN,92957,$9820.46,BLUE,08/02/2068
4527,Josephine,Wheeler,33,Cabje Glen,Fohobsef,SC,41636,$4585.34,RED,11/06/2056
4528,Sean,Fowler,19,Fecvo Mill,Gozojpug,SD,59598,$2960.89,WHITE,11/05/2047
4529,Belle,Johnson,31,Agizi View,Mecnogoku,AK,47558,$6495.97,YELLOW,05/24/1980
4530,Mitchell,Patton,45,Jajdop Circle,Ubieddu,AL,07584,$4968.85,YELLOW,09/15/2029
4531,Jeffrey,Glover,37,Lebeg Avenue,Lizabza,AL,97531,$3980.31,YELLOW,01/01/2030
4532,Lenora,Jacobs,36,Mitop Turnpike,Zojali,RI,44580,$2445.83,WHITE,04/08/2003
4533,Mamie,Jimenez,45,Cibok Key,Ukehuzom,IL,94000,$2161.50,RED,09/29/1953
4534,Lily,Clark,47,Jukfe Center,Doujetu,AL,46809,$2100.56,RED,09/26/2044
4535,Bruce,Carr,31,Puat Trail,Wovupewu,DE,45223,$7538.93,WHITE,04/26/1969
4536,Tony,Dixon,65,Sidev Avenue,Danwurrul,FL,29137,$9326.30,GREEN,02/02/1906
4537,Edwin,Andrews,40,Newi Drive,Raveela,MI,18083,$4325.42,BLUE,08/24/2059
4538,Henrietta,Zimmerman,33,Cood Key,Ofebohlu,PA,95668,$9873.55,RED,04/02/2003
4539,Alta,Sandoval,31,Dabu Ridge,Licraksog,RI,20275,$2558.06,WHITE,10/01/2053
4540,Lina,Carpenter,20,Sabmiz Trail,Ciilju,WV,03774,$8668.82,BLUE,09/23/1935
4541,Randy,McCormick,52,Vobe Turnpike,Zipibge,NM,27651,$7204.10,YELLOW,11/29/1985
4542,Winifred,Larson,39,Zahved Drive,Kiphifu,AK,48858,$5253.00,RED,01/24/1971
4543,Rosie,Johnson,26,Kidge Court,Oganosfiw,GA,70352,$5337.03,GREEN,09/16/1985
4544,Dominic,Gomez,56,Wion Square,Abipowos,WA,94934,$9611.92,WHITE,01/11/1910
4545,Mabel,Curry,63,Amjiw Path,Holehifa,GA,50321,$9505.77,YELLOW,12/24/2059
4546,Bradley,Meyer,22,Otkub Court,Nasigte,DC,79632,$1855.09,BLUE,01/09/1952
4547,Ernest,Flowers,49,Denip Key,Ninevwor,PA,66585,$4462.02,GREEN,09/04/2021
4548,Nathan,Goodman,18,Lasi Mill,Zahuvbi,VT,96521,$7105.83,RED,07/27/2040
4549,Hannah,Newman,20,Buwe View,Miihiafu,CO,46479,$6121.70,RED,01/03/1913
4550,Leonard,Schmidt,40,Jilun Path,Favtafdi,VT,71480,$9405.99,BLUE,12/17/1936
4551,Bernard,Cobb,62,Rapbo Pike,Daurbo,SC,75480,$5527.39,BLUE,08/09/2022
4552,Harvey,Duncan,26,Etla Park,Ejnicah,KY,37596,$8207.61,BLUE,02/09/1993
4553,Owen,Harrington,32,Icfap Square,Ifuohpa,IA,18443,$5495.24,RED,09/22/2043
4554,Jorge,Willis,52,Sucnon Pike,Leblanzas,MT,92920,$4896.97,GREEN,08/04/2036
4555,Samuel,Ingram,40,Pejan Trail,Fadihke,OH,67260,$4279.92,WHITE,01/27/2054
4556,Eva,Gregory,50,Odkov Road,Mekehlub,CA,44123,$935.61,RED,10/31/1928
4557,Hester,Goodman,50,Ezino Avenue,Fimabu,DC,86614,$7701.06,YELLOW,05/30/2058
4558,Viola,Roberts,30,Erko Turnpike,Alutsaw,AK,31221,$458.07,GREEN,06/28/1984
4559,Florence,Ortiz,18,Womdav Boulevard,Holfagvu,WI,24225,$5638.84,GREEN,06/08/2050
4560,Charles,Herrera,59,Ipwu Center,Vabribi,MA,39173,$2735.65,WHITE,06/14/1989
4561,Lida,Benson,19,Cehjuw Grove,Kobipjeh,OR,46190,$9319.59,GREEN,02/15/2063
4562,Hannah,Klein,61,Riume Path,Rovlejuk,MT,71388,$7204.71,RED,11/04/1919
4563,Anne,Buchanan,36,Wiupu Glen,Alasuege,RI,55865,$1441.48,GREEN,01/19/1937
4564,Ernest,Terry,44,Ikodis Terrace,Luadrah,UT,54048,$6747.07,WHITE,04/14/1956
4565,Lola,Barrett,37,Bevor Boulevard,Askakci,TN,30706,$8237.45,WHITE,05/22/1958
4566,Willie,Perkins,30,Siles Key,Hicejkis,RI,49927,$7010.67,YELLOW,10/21/2002
4567,Elijah,Curtis,58,Isege Center,Zitlicij,OK,70657,$5630.79,WHITE,03/06/1964
4568,Brandon,Hayes,44,Pohab Extension,Usocesmo,AL,99696,$7468.52,RED,04/05/1981
4569,Connor,Ball,23,Cerag Loop,Puzazu,RI,72512,$5239.51,YELLOW,08/30/2040
4570,Josephine,Aguilar,32,Wuhkuj Mill,Tampigi,CT,29076,$4720.86,WHITE,12/30/2058
4571,Sylvia,Hudson,27,Efsel Avenue,Cagipala,ND,24848,$9063.71,WHITE,10/19/1965
4572,Henry,Gregory,61,Ofanab Road,Ifzudla,IA,69170,$558.92,YELLOW,10/30/1983
4573,Carl,Rhodes,62,Teli Path,Jubkonij,NM,71914,$4054.29,YELLOW,03/08/1915
4574,Dale,Pittman,27,Sapug Terrace,Wiwpipato,AR,66804,$3095.33,WHITE,06/10/2029
4575,Andre,Gray,56,Jemop Trail,Ziuskek,NM,17591,$3073.08,BLUE,07/22/1936
4576,Jean,Patrick,30,Zejti Path,Wabosjuk,OH,79436,$1045.94,GREEN,01/20/2016
4577,Ella,Parsons,49,Ziwvu Drive,Jogangas,NH,24126,$4179.52,GREEN,09/07/2024
4578,Luke,Horton,18,Sifep Lane,Aprimaj,MN,39796,$8228.60,BLUE,09/22/1936
4579,Mattie,McCormick,24,Fosmo Center,Inatpi,NC,35002,$9344.38,RED,06/19/1930
4580,Adele,Silva,34,Namar Avenue,Daspocis,SD,01311,$5227.52,BLUE,04/14/1939
4581,Inez,Phelps,23,Ecco Avenue,Buvegwem,FL,05691,$6163.65,WHITE,01/28/2021
4582,Edna,Barton,38,Moheve Highway,Pukumbi,ID,56244,$6262.32,GREEN,01/26/1946
4583,Jessie,Pratt,28,Varleb Pass,Mipitfef,OK,92335,$3356.59,YELLOW,03/19/2044
4584,Lydia,Santiago,64,Islo Drive,Curhesapa,SD,96087,$5806.28,YELLOW,09/17/2018
4585,Warren,Jenkins,21,Fizpu Glen,Dotupuv,ND,26383,$3321.93,GREEN,07/07/2037
4586,Amanda,Aguilar,54,Ohduw Parkway,Ervoswaz,MS,60418,$5593.49,WHITE,11/19/1907
4587,Jerome,Edwards,38,Toghe Trail,Iddolad,ND,82022,$3850.29,WHITE,02/16/2044
4588,Sam,Wilkins,46,Kegaf Street,Pigipjal,WV,57971,$5189.08,BLUE,10/23/1952
4589,Nora,Christensen,51,Sewu Glen,Kotdebvo,GA,70045,$2355.96,BLUE,12/30/1920
4590,Hilda,Sherman,59,Wocap Grove,Gudcaci,MN,17816,$5343.85,WHITE,03/11/1993
4591,Corey,Singleton,62,Meug Mill,Zokpegho,VA,15762,$9071.83,WHITE,09/13/2058
4592,Walter,Ray,23,Dalto Square,Uvedenva,OH,03457,$2951.94,RED,11/08/1952
4593,Hunter,Bell,27,Kizev Mill,Hamekah,ND,73090,$6410.46,YELLOW,06/26/2061
4594,Timothy,Olson,62,Zibvip Avenue,Wuekerut,NV,54475,$2450.25,BLUE,09/25/1970
4595,Shawn,Brewer,39,Leccez Drive,Legeci,IL,70705,$8663.99,WHITE,08/10/1911
4596,Nannie,Schwartz,42,Elebel Trail,Dizevupi,AR,90832,$5907.60,RED,02/17/1933
4597,Adrian,Lynch,21,Latuf Park,Taceum,WV,32353,$7664.41,GREEN,05/07/1957
4598,Ricardo,Wallace,29,Worem View,Dainotu,NE,67706,$9364.26,GREEN,12/11/1967
4599,Fred,Pope,38,Butij Plaza,Moisoma,LA,77360,$8391.56,YELLOW,05/19/1901
4600,Josie,McDonald,43,Ejwur Avenue,Iveboda,RI,13220,$237.53,YELLOW,01/08/1959
4601,Minnie,Diaz,41,Batwo Court,Fuppijos,OR,43788,$335.92,BLUE,03/28/1969
4602,Lawrence,Chavez,38,Mawfo River,Lurozuk,NV,94476,$2785.83,RED,03/14/1945
4603,Tom,Fernandez,29,Sovuh Point,Uvuironi,TX,20217,$2412.40,RED,02/16/1907
4604,Leo,Nunez,63,Tijhop Pass,Sejupneb,WI,15861,$6219.12,WHITE,11/27/2019
4605,Joe,Bowman,41,Uzesog Drive,Cunrofuja,LA,18346,$9277.94,YELLOW,09/29/1900
4606,Ann,Wright,27,Wizifo Boulevard,Okaawewe,MT,35222,$7827.95,WHITE,10/18/1950
4607,Billy,Rice,35,Roopu Boulevard,Wolerbu,FL,21998,$2200.01,WHITE,06/27/1911
4608,Amy,Frazier,54,Kahho Circle,Febcuel,AR,56378,$2099.20,YELLOW,06/10/2009
4609,Luis,Hunter,62,Ezbe Pass,Begafur,NJ,10808,$7023.42,GREEN,10/09/1976
4610,Rhoda,Rose,27,Nakut Pike,Sojozof,KS,69223,$9046.05,YELLOW,10/23/1985
4611,Georgia,Nelson,64,Vudguc Parkway,Kecuwosad,CT,72807,$1923.40,BLUE,02/27/1946
4612,Isabella,Dunn,54,Verhi Turnpike,Imkusuc,MO,75695,$9760.59,RED,09/07/1963
4613,Fannie,Holmes,40,Liwmi Center,Idwica,DE,28164,$4982.84,BLUE,07/29/1969
4614,Rose,Burton,43,Tavwu Pike,Okebemer,ND,03385,$3241.79,RED,07/04/2001
4615,Catherine,Douglas,63,Cipnu Square,Olahofew,NJ,92408,$472.37,BLUE,07/10/1987
4616,Evan,Love,35,Ihce Mill,Avotuvka,ND,33140,$3027.71,YELLOW,07/22/1909
4617,Howard,Simpson,32,Ogage Park,Iwcunpe,CA,13805,$185.24,RED,05/12/2010
4618,Leona,Wolfe,33,Igga Extension,Dogazki,IN,65255,$1122.77,WHITE,02/25/1927
4619,Manuel,Bradley,59,Dugab Boulevard,Mejukku,IL,53596,$178.06,GREEN,05/02/1983
4620,Bessie,Henry,20,Felas Highway,Riijosog,MS,89099,$4488.43,YELLOW,02/18/1998
4621,Alejandro,Byrd,42,Mamo Lane,Lokwoteh,OR,72460,$3767.83,WHITE,01/06/1904
4622,Isabella,Mack,43,Fipzuf Way,Ugtida,OH,55296,$6733.02,YELLOW,10/31/2016
4623,Brett,Hampton,32,Semkem Path,Nenare,SC,55044,$6364.74,BLUE,02/13/2007
4624,Della,Bryan,36,Kado Pike,Dilmarva,ME,75821,$9019.13,GREEN,11/29/2000
4625,Connor,Barton,37,Roeti Court,Sogefa,OH,08519,$542.80,WHITE,09/25/2061
4626,Rosetta,Parks,24,Vure Heights,Jedekroj,WY,37743,$1347.74,WHITE,05/28/1934
4627,Micheal,Stephens,63,Anevok Pike,Kizvedjuw,VT,60788,$4852.94,RED,07/18/2003
4628,Helena,Mack,61,Jevut Circle,Dubobav,NV,02200,$5530.75,WHITE,09/09/1931
4629,Harriett,Ramos,42,Towde Loop,Nepoari,WV,19125,$9597.69,RED,09/17/2003
4630,Sadie,McGuire,48,Purze Junction,Mideik,CA,14954,$5119.81,YELLOW,05/07/1970
4631,Randy,Atkins,52,Ipitaf View,Merolun,NE,31196,$5263.08,WHITE,02/07/2024
4632,Devin,Moran,32,Baki River,Zavrokzef,IL,27164,$147.94,BLUE,05/11/1997
4633,Edgar,Norton,53,Iwhem Park,Jewire,FL,88591,$6438.68,YELLOW,03/11/1985
4634,Joshua,Lynch,64,Dara Mill,Lugeec,TX,35248,$1781.35,RED,08/02/1954
4635,James,Jefferson,31,Wuci Ridge,Wacamu,IL,37550,$3919.77,RED,03/11/2053
4636,Don,Curtis,39,Bimle Park,Jamobzad,LA,94960,$3256.05,YELLOW,12/30/1993
4637,Nelle,Douglas,23,Zeme Heights,Recawsi,MN,95393,$9603.17,YELLOW,01/11/2050
4638,Bertha,Phelps,28,Miwkap View,Nekuspe,AL,73879,$6547.56,GREEN,02/02/1952
4639,Inez,Wong,19,Naah Center,Wokuvar,FL,47465,$1382.00,YELLOW,12/01/1902
4640,Frederick,Rios,35,Ninla Key,Dujizgub,RI,67872,$7742.96,WHITE,05/21/1914
4641,Josie,Singleton,32,Rofcij Court,Pukirwu,SC,20449,$5092.19,GREEN,09/13/1916
4642,Lelia,Mack,53,Tafal Ridge,Ecmirhov,PA,10061,$3296.22,BLUE,02/09/1959
4643,Nicholas,Francis,59,Ucevik Point,Mikfirjal,WA,25346,$3047.47,WHITE,03/14/2030
4644,Mae,Paul,47,Saplul View,Mamrijop,CT,99438,$278.80,WHITE,06/08/1936
4645,Georgia,Grant,37,Dufhaz Ridge,Ivepizob,NY,70395,$9354.93,YELLOW,01/24/2060
4646,Billy,Berry,51,Puda Square,Iwhovi,MD,13346,$7676.80,RED,07/28/2044
4647,Lucile,Love,29,Sojta Junction,Idjoize,DE,69940,$7200.06,WHITE,01/17/2010
4648,Miguel,Stone,18,Viop Grove,Ensijun,NY,25741,$7896.23,RED,10/17/1994
4649,Luke,Harper,38,Regpu Manor,Rupibwen,AZ,96686,$188.56,GREEN,08/24/1957
4650,Gavin,Fuller,21,Budje View,Vealaopi,ME,23943,$4581.41,YELLOW,10/25/2057
4651,Mable,Burgess,53,Dadun Circle,Zuudze,WY,11722,$9903.25,BLUE,10/30/1972
4652,Jackson,Richardson,47,Lipew Trail,Giapho,WV,66884,$6640.85,RED,02/27/1939
4653,Theodore,Griffith,42,Fevag Glen,Uwfokej,MD,82093,$3743.44,YELLOW,12/03/1909
4654,Daisy,Wilkerson,51,Givwi Turnpike,Garepro,ME,61830,$5268.81,GREEN,04/28/1975
4655,Alice,Cannon,20,Gehir Lane,Pafcobwub,NC,25598,$3040.61,GREEN,05/23/2058
4656,Alta,Marsh,49,Sojuh Heights,Viuduzaj,NM,62010,$7101.27,RED,06/20/1952
4657,Jackson,Long,50,Wune Lane,Petulta,NV,77701,$4718.89,RED,08/22/1940
4658,Sophie,Romero,58,Bauga Court,Gintehvo,MI,07073,$1494.79,RED,02/24/1953
4659,Kevin,Potter,48,Vemif River,Hapelja,CA,70734,$4979.46,RED,08/17/1925
4660,Zachary,Matthews,39,Deben Junction,Lojeviw,MN,05680,$4551.89,YELLOW,04/26/2030
4661,Marc,Ortiz,28,Getgus Drive,Bivungu,RI,91496,$3863.45,BLUE,05/10/1900
4662,Cole,Aguilar,57,Peno Highway,Udepeime,GA,86568,$7492.51,GREEN,07/28/2052
4663,Raymond,Bell,57,Udevoz Turnpike,Napkohe,WA,72937,$9330.06,YELLOW,01/12/2052
4664,Edna,McGee,54,Fiba Grove,Fihubos,MN,75180,$1373.48,WHITE,02/15/1912
4665,Marie,Lucas,46,Waor Grove,Lohirap,HI,81245,$1990.72,YELLOW,12/18/1984
4666,Winnie,Palmer,65,Gefkew Street,Azboljef,DC,36581,$5487.20,YELLOW,09/01/1989
4667,Loretta,Abbott,38,Mefzon Heights,Ojfopel,AK,64936,$6567.38,BLUE,01/27/2049
4668,Lawrence,Greene,26,Seza Circle,Eteakcuk,ID,50242,$8114.18,WHITE,06/16/1954
4669,Janie,McKenzie,60,Anouzo River,Wowpursa,MO,09259,$2410.93,WHITE,08/18/2023
4670,Theresa,Ramsey,62,Pewmog Drive,Ifuvawut,PA,25606,$254.23,RED,12/04/1938
4671,Ryan,Bailey,61,Zipuj Turnpike,Kaunafal,TN,64681,$4556.44,BLUE,10/10/2051
4672,Elijah,Grant,43,Koruta Grove,Wamazvu,OK,89080,$6207.93,RED,01/04/2027
4673,Teresa,Paul,59,Miac Lane,Facaripo,IN,62277,$4549.15,BLUE,05/30/1968
4674,Howard,Turner,58,Nejum Plaza,Zakrurreg,MA,09248,$812.71,GREEN,03/12/2056
4675,Lily,Morton,40,Pulup Pike,Huzbowe,ME,96860,$1729.62,GREEN,05/26/2070
4676,Jeremy,Blair,40,Osihat River,Dofeva,MD,53759,$3270.42,WHITE,03/24/2013
4677,Estella,Barnes,64,Aflo View,Zurlipka,MD,71884,$4665.81,RED,07/26/2061
4678,Gabriel,Henderson,63,Ritaj Mill,Pigcagwa,TN,96086,$3264.86,YELLOW,02/22/2025
4679,Curtis,Bates,20,Rupu Lane,Agouvile,TX,82888,$4232.88,YELLOW,07/20/1974
4680,Jeremiah,Flowers,30,Ikuse Park,Owjenfog,WY,44167,$3357.53,BLUE,06/16/2041
4681,Max,Fleming,36,Aguhud Place,Duwwabke,NM,07907,$1745.35,YELLOW,09/07/1946
4682,Belle,Cruz,53,Duje Mill,Vueloge,AL,31188,$2340.27,RED,01/14/1951
4683,Vera,Hodges,27,Rejtoc Parkway,Ufotpop,OK,94356,$1325.33,GREEN,01/12/2069
4684,Cora,Chapman,47,Detib River,Nodbira,IL,49636,$5553.65,RED,04/16/1963
4685,Rosalie,Reeves,35,Japkam Junction,Iwijohvu,WY,31593,$8575.09,RED,04/19/1900
4686,Hulda,Matthews,52,Ewbi Lane,Icuvebi,PA,42294,$2278.68,RED,07/28/1962
4687,Alan,Morales,18,Jojuk Terrace,Veujpoh,WV,58969,$9974.17,WHITE,07/11/1972
4688,Rachel,Sims,30,Ubejo Avenue,Bumroken,TN,69367,$2103.61,RED,10/18/1943
4689,Joe,Buchanan,39,Ruzo River,Boptomo,VT,05127,$2561.17,GREEN,04/04/1901
4690,Helena,George,49,Vade Manor,Ocohahe,MN,48552,$8786.42,WHITE,12/29/2036
4691,Gilbert,Chambers,55,Sewta Plaza,Epawaen,DC,46514,$9622.79,YELLOW,08/06/1962
4692,Garrett,Snyder,25,Ihada Manor,Eztugdef,WI,89915,$8711.07,YELLOW,07/02/1986
4693,Fanny,Garza,24,Vuthok Court,Unsood,MA,12823,$4064.74,GREEN,09/13/1940
4694,Bryan,Holt,21,Zoasi Ridge,Luwjozod,NV,08882,$3697.95,GREEN,03/09/1996
4695,Claudia,Guerrero,53,Sagwo Pike,Ajdofi,MD,35274,$706.37,YELLOW,01/05/1946
4696,Henrietta,Jones,49,Mapu Pass,Penuki,CT,87422,$9221.81,WHITE,02/19/1911
4697,Melvin,Perez,28,Pore Boulevard,Geebre,MS,62039,$4815.39,GREEN,09/21/1972
4698,Stanley,Munoz,48,Vuniko Circle,Zuniwka,TN,78599,$5643.16,BLUE,04/23/1952
4699,Lina,Cobb,45,Vutkin Grove,Sizjihenu,IA,40544,$3714.41,RED,03/18/1909
4700,Mable,Huff,60,Luvko Trail,Kefemew,VT,37833,$2382.10,GREEN,08/01/1936
4701,Stanley,Norris,46,Titwij Grove,Tecimro,NE,70314,$9408.47,YELLOW,04/06/1923
4702,Lester,Rice,48,Lakjo Terrace,Hazviuga,NE,08053,$8947.62,YELLOW,10/30/1977
4703,Delia,Hubbard,22,Luluw Center,Huruzan,WI,80203,$6689.60,WHITE,03/26/2000
4704,Cody,Price,54,Siwbo Avenue,Gisagwun,MO,89399,$7117.71,WHITE,02/08/1933
4705,Myrtie,Shaw,45,Bipu Terrace,Matothon,DE,09883,$7836.86,WHITE,06/27/2018
4706,Chris,Fox,55,Gezrus River,Nufagwiw,IN,53418,$4135.05,WHITE,08/08/2049
4707,Lula,Allen,43,Jugko Loop,Azugekwe,SC,40078,$5693.94,YELLOW,07/03/1987
4708,Richard,Taylor,57,Gita Extension,Kahhulo,VT,35608,$5024.16,RED,09/21/1906
4709,Luke,McCormick,31,Mokca Square,Ziokcip,KS,57928,$3566.62,WHITE,03/12/1978
4710,Mattie,Jenkins,40,Puva Boulevard,Tazvame,TN,78795,$6308.67,WHITE,09/19/2066
4711,Derrick,Hubbard,46,Cucer Pass,Purlito,CO,39715,$2936.35,YELLOW,06/12/2024
4712,Leonard,Pena,23,Fivce Circle,Fidesno,MS,13983,$2407.82,WHITE,12/31/2009
4713,Derek,Moore,55,Osisi Terrace,Ekezowcu,OR,55405,$8870.28,RED,06/27/1918
4714,Francis,Houston,45,Hepu Trail,Ufonusga,NY,73204,$6969.99,BLUE,10/26/1992
4715,Helena,Fields,55,Buzdi Circle,Sajiffe,NE,13737,$5184.83,YELLOW,02/07/1956
4716,Edith,Hamilton,64,Waege Ridge,Solfuwibo,IN,31638,$577.13,RED,02/26/2062
4717,Charles,Brock,19,Jebev Boulevard,Leutage,MA,84056,$8154.43,BLUE,09/18/1990
4718,Martin,Copeland,48,Azoud Pass,Ofomafov,OR,63803,$1794.14,YELLOW,02/09/1983
4719,Manuel,Barker,24,Zebve Avenue,Kiegerev,MN,44628,$2958.46,YELLOW,10/12/1985
4720,Allen,Rivera,49,Anesud Lane,Kavilpev,NE,53131,$8702.57,GREEN,03/28/1978
4721,Joseph,Garner,32,Odni Turnpike,Kuzfigem,TN,11310,$8137.31,BLUE,09/26/2042
4722,Violet,Strickland,36,Ugivi Point,Mutjuvuz,ND,28978,$925.24,RED,07/10/1978
4723,Sallie,Bradley,22,Ozeobo Loop,Ovidfe,OH,82366,$5446.60,YELLOW,01/04/1982
4724,Garrett,Maxwell,23,Deep Place,Duhowdi,NJ,04250,$3952.44,YELLOW,05/03/1983
